Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,price,annual_price,agent_name,agent_address,agent_phone_number,quote_number
Renters,95050,Landon,Joseph,11/12/1990,m,444 Saratoga Ave,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 215-2850,amelia@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,26.88,Patricia Ag,Cupertino,$16.01,$192.12,Bin Lu,"San Jose, CA",(408) 728-9789,#70425418
Renters,95051,Archer,Tyler,04/05/1990,f,101 Saratoga Ave,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 251-7152,amelia@aol.com,N,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,33.10,John Ag,Mtv,$15.53,$186.37,Sammy Lee,"San Jose, CA",(408) 247-8800,#50976999
Renters,94086,Hudson,Black,12/1/1988,f,243 Buena Vista Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 997-0670,amelia@aol.com,N,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,43.55,John Ag,Redwood City,$16.34,$196.06,Jason Schram,"Palo Alto, CA",(650) 522-0027,#53166418
Renters,94043,Josiah,Christensen,03/08/1990,f,505 Central Ave,Mountain View,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 591-1143,hadley.gardner@hotmail.com,N,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,42.06,Patricia Ag,Mtv,$15.85,$190.16,Robert Chang,"Mountain View, CA",(650) 965-8559,#37807884
Renters,95136,Brielle,Olsen,11/12/1990,f,5230 Terner Way,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 294-5333,luke.harrington@aol.com,N,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,39.18,John Ag,Cupertino,$19.46,$233.52,Ashish Marwaha,"San Jose, CA",(408) 754-0603,#10626353
Renters,94086,Elizabeth,Buchanan,03/08/1990,f,180 Pasito Terrace,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 592-3139,sophie.garner@hotmail.com,N,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,17.71,Patricia Ag,Cupertino,$14.73,$176.77,Thomas Keasler,"Sunnyvale, CA",(408) 738-2488,#06275335
Renters,95123,Sofie,Murphy,03/03/1988,m,6184 Cottle Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 673-7545,hadley.gardner@hotmail.com,N,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,33.10,Martha Ag,Redwood City,$19.86,$238.29,Preeti Sehgal,"San Jose, CA",(408) 674-2935,#73822868
Renters,95123,Abigail,Holt,06/06/1986,f,1045 Coleman Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 440-1155,elise.parks@gmail.com,N,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,44.97,John Ag,Redwood City,$19.23,$230.77,Bin Lu,"San Jose, CA",(408) 728-9789,#69075215
Renters,95113,Sofia,Mcgee,03/08/1990,m,360 S Market St,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 647-6922,nicholas.watkins@gmail.com,N,N,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,25.50,Patricia Ag,Redwood City,$17.77,$213.21,Mark Mead,"Clearlake Oaks, CA",(707) 998-0100,#82240819
Renters,94086,Jonah,Malone,02/04/1989,f,1035 Aster Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 487-1218,katte@outlook.com,N,N,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,21.38,Patricia Ag,Redwood City,$15.21,$182.52,Jyotisen Mody,"Milpitas, CA",(408) 726-5197,#96592423
Renters,94304,Landon,Navarro,05/06/1989,f,1600 Sand Hill Rd,Palo Alto,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 998-2012,elise.parks@gmail.com,N,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,43.61,Martha Ag,Redwood City,$16.01,$192.12,Charlie Porter,"Menlo Park, CA",(650) 327-1313,#47068523
Renters,95054,Wyatt,Green,12/1/1988,f,1500 Vista Club Cir,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 505-2504,hadley.gardner@hotmail.com,N,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,17.43,John Ag,Mtv,$15.52,$186.25,Lily Zhao,"San Jose, CA",(408) 398-4616,#60683744
Renters,95123,Hudson,Rice,06/06/1986,f,150 Palm Valley Blvd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 989-1111,elise.parks@gmail.com,N,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,23.91,Patricia Ag,Cupertino,$19.46,$233.52,Bin Lu,"San Jose, CA",(408) 728-9789,#24119098
Renters,95125,Ruby,Banks,03/03/1988,m,3200 Rubino Dr,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 865-1139,luke.harrington@aol.com,N,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,41.29,Patricia Ag,Redwood City,$18.84,$226.14,Vilai Yang,"Elk Grove, CA",(916) 684-9958,#97561880
Renters,95030,Eleanor,Osborne,03/27/1987,m,347 Massol Ave,Los Gatos,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 230-1996,katte@outlook.com,N,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,21.72,John Ag,Mtv,$15.52,$186.25,Mary Badame,"Los Gatos, CA",(408) 395-1113,#80332822
Renters,94086,Elsa,Pope,04/05/1990,f,243 Buena Vista Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 538-1516,katte@outlook.com,N,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,33.18,Martha Ag,Cupertino,$15.03,$180.37,Jason Schram,"Palo Alto, CA",(650) 522-0027,#54101642
Renters,95112,Brielle,Ball,04/05/1990,f,524 S 9th St,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 384-7159,sophie.garner@hotmail.com,N,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,42.06,John Ag,Redwood City,$17.22,$206.69,Manuel Ayala,"San Jose, CA",(650) 278-6891,#98256620
Renters,94087,Holden,Pierce,07/31/1988,f,575 E Remington Dr,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 288-7368,nicholas.watkins@gmail.com,N,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,40.81,Patricia Ag,Mtv,$15.21,$182.52,Yixing You,"Sunnyvale, CA",(408) 900-8961,#20578314
Renters,95008,Zander,Barnes,07/31/1988,m,2275 S Bascom Ave,Campbell,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 923-6900,jonah.bauer@gmail.com,N,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,20.54,John Ag,Redwood City,$19.86,$238.29,Thu Nguyen,"San Jose, CA",(408) 258-8388,#93463087
Renters,95136,Jasper,Cobb,07/31/1988,m,4300 The Woods Dr,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 758-6874,sophie.garner@hotmail.com,N,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,41.58,Patricia Ag,Redwood City,$19.86,$238.29,Ernest Dillard,"El Dorado Hills, CA",(916) 939-8553,#28063729
Renters,95035,Cora,Riley,03/27/1987,f,555 S Park Victoria Dr,Milpitas,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 460-5241,sophie.garner@hotmail.com,N,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,19.97,Martha Ag,Mtv,$14.41,$172.92,Jevi Oclarit,"Milpitas, CA",(408) 854-4274,#57933170
Renters,94041,Declan,Logan,02/04/1989,m,151 Calderon Ave,Mountain View,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 561-2320,luke.harrington@aol.com,N,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,41.58,John Ag,Mtv,$14.41,$172.92,Lili Li,"Sunnyvale, CA",(650) 409-8999,#20272415
Renters,95126,Reese,Hines,12/1/1988,m,950 Meridian Ave,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 285-1231,katte@outlook.com,N,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,27.54,John Ag,Redwood City,$18.81,$225.76,Tyler Carlin,"Orangevale, CA",(916) 988-5525,#03957616
Renters,95125,Eliana,Davis,12/1/1988,f,1776 Almaden Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 728-9514,jonah.bauer@gmail.com,N,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,44.41,Patricia Ag,Mtv,$18.81,$225.76,Joe Angelini,"Half Moon Bay, CA",(650) 726-4818,#98331310
Renters,94089,Phoebe,Cummings,07/31/1988,m,1235 Wildwood Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 458-5042,sophie.garner@hotmail.com,N,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,18.00,John Ag,Redwood City,$15.21,$182.52,Anthony Mangiameli,"San Jose, CA",(408) 247-7833,#64482901
Renters,94086,Colton,Tran,03/03/1988,f,718 Old San Francisco Rd,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 440-0550,amelia@aol.com,N,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,17.43,Patricia Ag,Cupertino,$15.21,$182.52,Qing Sun,"Artesia, CA",(562) 810-0500,#31704917
Renters,95051,Ryder,Huff,04/05/1990,m,100 Buckingham Dr,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 591-6666,jonah.bauer@gmail.com,N,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,22.24,Patricia Ag,Redwood City,$15.52,$186.25,Teketel Mulugeta,"San Jose, CA",(408) 249-8123,#40341375
Renters,95123,Emma,Sharp,03/27/1987,m,1045 Coleman Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 257-1060,luke.harrington@aol.com,N,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,15.74,Martha Ag,Redwood City,$19.86,$238.29,Xochitl Nino,"San Jose, CA",(408) 224-0724,#63413823
Renters,94086,Sophie,Park,03/27/1987,f,1035 Aster Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 578-1632,luke.harrington@aol.com,N,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,27.29,Martha Ag,Cupertino,$14.41,$172.92,Jyotisen Mody,"Milpitas, CA",(408) 726-5197,#00785041
Renters,95050,Conor,Romero,04/05/1990,f,431 El Camino Real,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 427-1991,elise.parks@gmail.com,N,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,34.20,Martha Ag,Mtv,$14.41,$172.92,Jason Medeiros,"Newark, CA",(925) 321-3082,#37179724
Renters,95054,Jace,Wong,04/05/1990,m,4500 Carlyle Ct,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 658-6604,sophie.garner@hotmail.com,N,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,40.77,Patricia Ag,Redwood City,$14.70,$176.45,Jessica Lim,"Santa Clara, CA",(408) 654-0170,#11373990
Renters,95125,Arianna,Diaz,12/1/1988,f,3200 Rubino Dr,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 756-1405,jonah.bauer@gmail.com,N,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,41.58,Martha Ag,Mtv,$18.81,$225.76,Vilai Yang,"Elk Grove, CA",(916) 684-9958,#03493492
Renters,95138,Mason,Frazier,12/1/1988,f,6100 Monterey Hwy,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 615-9200,elise.parks@gmail.com,Y,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,31.05,Patricia Ag,Mtv,$18.44,$221.24,Thanh Nguyen,"San Jose, CA",(408) 300-0539,#73799185
Renters,95014,Milo,Mcdaniel,03/27/1987,f,19608 Pruneridge Ave,Cupertino,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 968-8384,sophie.garner@hotmail.com,Y,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,20.81,Martha Ag,Mtv,$13.93,$167.14,Robert Herzog,"Pleasanton, CA",(925) 734-0530,#95109796
Renters,95126,William,Gregory,11/12/1990,m,1201 Parkmoor Ave,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 766-6881,sophie.garner@hotmail.com,Y,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,25.26,Patricia Ag,Cupertino,$18.81,$225.76,James Melin,"San Jose, CA",(408) 985-0500,#47163563
Renters,95050,Emily,Wong,03/03/1988,m,444 Saratoga Ave,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 956-8858,katte@outlook.com,Y,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,40.81,Patricia Ag,Cupertino,$14.21,$170.57,Bin Lu,"San Jose, CA",(408) 728-9789,#72869407
Renters,94040,Sofie,Obrien,02/04/1989,m,1200 Dale Ave,Mountain View,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 854-3900,sophie.garner@hotmail.com,Y,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,23.91,John Ag,Cupertino,$13.61,$163.30,Erich Stiegler,"Milpitas, CA",(408) 813-5348,#94312451
Renters,95134,Madelyn,Banks,03/03/1988,f,70 Descanso Dr,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 359-1757,katte@outlook.com,Y,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,26.85,Patricia Ag,Mtv,$13.13,$157.55,Jun Kim,"San Jose, CA",(408) 715-7784,#46297623
Renters,95123,Elijah,Torres,03/08/1990,m,1045 Coleman Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 516-8284,nicholas.watkins@gmail.com,Y,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,22.76,Patricia Ag,Redwood City,$17.77,$213.21,Genaro Garza,"San Jose, CA",(408) 599-7424,#41195485
Renters,95134,David,Elliott,03/03/1988,m,150 Alicante Dr,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 648-1900,sophie.garner@hotmail.com,Y,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,30.76,John Ag,Cupertino,$13.40,$160.77,Veronica Matute,"Santa Clara, CA",(408) 567-9045,#14986541
Renters,95008,Eliana,Mcguire,03/03/1988,m,200 Hollis Ave,Campbell,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 264-9696,luke.harrington@aol.com,Y,N,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,41.29,Martha Ag,Redwood City,$18.03,$216.32,Natalie Arola,"Campbell, CA",(408) 371-9500,#10237810
Renters,95050,Scarlet,Wall,02/04/1989,f,2200 Monroe St,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 781-9000,amelia@aol.com,Y,N,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,40.77,Martha Ag,Redwood City,$13.61,$163.30,Leny Bueno,"San Jose, CA",(408) 449-4871,#99757792
Renters,95113,Abigail,Trujillo,11/18/1989,m,360 S Market St,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 230-1996,amelia@aol.com,Y,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,43.55,Martha Ag,Mtv,$16.28,$195.36,Mark Mead,"Clearlake Oaks, CA",(707) 998-0100,#29525649
Renters,95054,Jude,Underwood,03/27/1987,f,1600 Nantucket Cir,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 777-4100,katte@outlook.com,Y,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,34.20,Patricia Ag,Mtv,$13.89,$166.64,Tony Stoll,"San Jose, CA",(650) 200-5721,#50094792
Renters,95126,Jude,Davenport,06/06/1986,m,754 The Alameda,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(603) 571-6274,katte@outlook.com,Y,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,23.50,John Ag,Cupertino,$17.41,$208.95,Dipika Vora,"San Ramon, CA",(408) 941-0094,#85323737
Renters,94087,Leila,Taylor,07/31/1988,m,575 E Remington Dr,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(888) 492-9765,elise.parks@gmail.com,Y,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,26.85,John Ag,Cupertino,$13.13,$157.55,Rie Kawaguchi,"Sunnyvale, CA",(408) 738-8111,#14316237
Renters,95113,Owen,Stephens,03/08/1990,m,360 S Market St,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 280-4988,katte@outlook.com,Y,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,38.30,Patricia Ag,Cupertino,$15.72,$188.70,Mark Mead,"Clearlake Oaks, CA",(707) 998-0100,#85190268
Renters,95035,Archer,Hardy,03/08/1990,m,755 E Capitol Ave,Milpitas,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 361-4060,katte@outlook.com,Y,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,33.18,Patricia Ag,Mtv,$13.40,$160.77,Rudy Buitrago,"San Jose, CA",(408) 434-0640,#13912887
Renters,94086,Aaron,Salazar,03/03/1988,f,180 Pasito Terrace,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 563-6333,amelia@aol.com,Y,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,31.05,John Ag,Redwood City,$13.61,$163.30,Chong Chol Pak,"Sunnyvale, CA",(408) 542-9945,#84778982
Renters,95035,Mia,Francis,02/04/1989,f,440 Dixon Landing Rd,Milpitas,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 345-4400,katte@outlook.com,Y,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,32.04,John Ag,Mtv,$13.61,$163.30,Thomas Truong,"Milpitas, CA",(408) 935-8888,#16192933
Renters,95125,Isabella,Gray,11/12/1990,f,1776 Almaden Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 651-7000,jonah.bauer@gmail.com,Y,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,28.22,Martha Ag,Mtv,$17.77,$213.21,Joe Angelini,"Half Moon Bay, CA",(650) 726-4818,#35600502
Renters,95035,Nicholas,Wilkins,12/1/1988,f,555 S Park Victoria Dr,Milpitas,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 626-3100,amelia@aol.com,Y,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,15.14,John Ag,Cupertino,$13.89,$166.64,David Souza,"Milpitas, CA",(408) 262-7080,#01421249
Renters,94040,Alice,Love,03/03/1988,f,234 Escuela Ave,Mountain View,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(925) 452-7910,amelia@aol.com,Y,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,17.71,John Ag,Mtv,$12.81,$153.71,Jianhong Zhou,"Fremont, CA",(510) 656-1009,#09815760
Renters,94040,Khloe,Perkins,05/06/1989,m,1200 Dale Ave,Mountain View,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 344-2510,sophie.garner@hotmail.com,Y,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,41.55,Patricia Ag,Redwood City,$12.81,$153.71,Erich Stiegler,"Milpitas, CA",(408) 813-5348,#18114396
Renters,94087,Harrison,Daniels,03/27/1987,f,575 E Remington Dr,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 215-2850,luke.harrington@aol.com,Y,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,30.41,Martha Ag,Redwood City,$13.07,$156.84,Richard So,"Santa Clara, CA",(408) 249-7726,#11008110
Renters,94089,Jace,Roth,11/18/1989,m,1235 Wildwood Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 902-0832,sophie.garner@hotmail.com,Y,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,25.26,Martha Ag,Mtv,$13.07,$156.84,Anthony Mangiameli,"San Jose, CA",(408) 247-7833,#64078167
Renters,95014,Violet,Lynch,06/06/1986,f,7375 Rollingdell Dr,Cupertino,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 848-3474,jonah.bauer@gmail.com,Y,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,25.26,Patricia Ag,Cupertino,$13.61,$163.30,John Williams,"San Jose, CA",(408) 227-2560,#90008109
Renters,95035,Thomas,Moreno,02/04/1989,f,440 Dixon Landing Rd,Milpitas,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 377-2331,luke.harrington@aol.com,Y,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,41.44,John Ag,Redwood City,$13.61,$163.30,Thomas Truong,"Milpitas, CA",(408) 935-8888,#21149275
Renters,95014,Ella,Owens,11/12/1990,m,5608 Stevens Creek Blvd,Cupertino,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 599-5321,luke.harrington@aol.com,Y,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,15.50,Patricia Ag,Cupertino,$13.89,$166.64,David Kelly,"Sacramento, CA",(916) 447-9797,#31298594
Renters,95014,Gideon,Mendez,03/08/1990,f,19608 Pruneridge Ave,Cupertino,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 354-4506,katte@outlook.com,Y,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,27.29,Martha Ag,Mtv,$13.89,$166.64,Robert Herzog,"Pleasanton, CA",(925) 734-0530,#31406090
Renters,94086,Olivia,Ortiz,04/05/1990,f,555 E Washington Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(760) 489-9272,sophie.garner@hotmail.com,Y,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,42.34,Patricia Ag,Mtv,$12.81,$153.71,Jianhong Zhou,"Fremont, CA",(510) 656-1009,#65272179
Renters,95138,Aiden,Stanley,12/1/1988,m,6100 Monterey Hwy,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 549-1209,jonah.bauer@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,18.61,John Ag,Redwood City,$16.39,$196.64,Delyna Vu,"San Jose, CA",(408) 531-8153,#29695167
Renters,94040,Hudson,Lane,04/05/1990,m,1200 Dale Ave,Mountain View,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 404-7453,sophie.garner@hotmail.com,Y,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,44.41,John Ag,Cupertino,$13.07,$156.84,Erich Stiegler,"Milpitas, CA",(408) 813-5348,#21609599
Renters,95112,Griffin,Ferguson,03/08/1990,f,1700 N 1st St,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 994-2247,katte@outlook.com,Y,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,29.93,John Ag,Mtv,$14.80,$177.59,Timothy Shannon,"Pasadena, CA",(800) 999-5729,#85908781
Renters,94040,Elise,Mcguire,07/31/1988,f,1200 Dale Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 968-8384,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,40.54,Patricia Ag,Redwood City,$18.84,$226.04,Erich Stiegler,"Milpitas, CA",(408) 813-5348,#83102427
