Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy Price,Annual Policy Price,Agent Name,Agent Address,Agent Phone Number,Quote Number
Renters,94403,Rhys,Rowe,03/08/1990,m,203 Laurie Meadows Dr,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 384-7159,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Richard Jerkovich,"Belmont, CA",(650) 638-1797,#13169613
Renters,94553,Mathew,Black,07/31/1988,m,900 Roanoke Dr,Martinez,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 298-9988,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$34.53,$414.40,Anthony Mangiameli,"San Jose, CA",(408) 247-7833,#52890337
Renters,94578,Miles,Weaver,05/06/1989,m,4170 Springlake Dr,San Leandro,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 957-5887,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$27.70,$332.41,Edward Myers,"San Leandro, CA",(510) 351-7400,#31965363
Renters,94112,Madelynn,Davis,03/03/1988,f,1200 Ocean Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 701-8366,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$32.50,$390.02,Octavio Ramirez,"San Francisco, CA",(415) 586-0505,#00971364
Renters,94403,Thomas,Barton,11/18/1989,m,3055 La Selva,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(602) 427-2752,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Armand Chau,"San Mateo, CA",(650) 572-9838,#67812502
Renters,94087,Madelyn,Coleman,03/08/1990,m,1032 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(844) 328-9442,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,John Williams,"San Jose, CA",(408) 227-2560,#13688774
Renters,94132,Elliott,George,11/12/1990,m,2633 Ocean Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 230-1996,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$36.66,$439.88,Eric Chu,"San Francisco, CA",(415) 668-5300,#57063277
Renters,94304,Emma,Kennedy,12/1/1988,m,1600 Sand Hill Rd,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 971-9397,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Meeree Kim,"San Mateo, CA",(650) 638-2580,#58421626
Renters,94080,Hudson,Hunter,03/27/1987,f,852 Antoinette Ln,South San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 923-3200,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$21.61,$259.27,John Helfrich,"South San Francisco, CA",(650) 583-9460,#08513397
Renters,94404,Madeline,Harrison,11/18/1989,f,900 E Hillsdale Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(760) 434-6161,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Philippos Gratsinopoulos,"Burlingame, CA",(650) 288-5994,#40705844
Renters,94404,Emilia,Ward,03/27/1987,f,777 Shell Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 293-3888,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Marcos Ramirez,"San Mateo, CA",(650) 458-4800,#62948614
Renters,95014,Claire,Gardner,11/18/1989,f,5608 Stevens Creek Blvd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 733-4733,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,David Kelly,"Sacramento, CA",(916) 447-9797,#01134793
Renters,94549,Hanna,Cervantes,03/27/1987,m,1076 Carol Ln,Lafayette,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 902-0832,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$34.53,$414.40,Eitan Davora,"Walnut Creek, CA",(925) 933-2188,#02459549
Renters,95014,Elliott,Mullins,02/04/1989,m,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 821-7280,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Chiu Ling Lin,"San Jose, CA",(408) 657-3919,#59536958
Renters,94044,August,Roman,11/12/1990,m,380 Esplanade Ave,Pacifica,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 425-3914,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$21.61,$259.27,Corrin Trowbridge,"San Bruno, CA",(650) 876-9600,#17283435
Renters,94404,Milo,Arnold,06/06/1986,m,700 Marlin Ave,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 670-6400,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Robert Castagneri,"San Mateo, CA",(650) 345-5444,#47949518
Renters,94014,Addison,Griffin,11/12/1990,m,415 A St 101,Daly City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 599-5321,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$21.61,$259.27,Emmanuel Paje II,"Daly City, CA",(650) 755-3419,#53605229
Renters,94080,Evan,Lamb,11/18/1989,m,101 McLellan Drive,South San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 587-9997,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$21.61,$259.27,John Helfrich,"South San Francisco, CA",(650) 583-9460,#16833865
Renters,95054,Rhys,Rodgers,03/27/1987,m,4500 Carlyle Ct,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 885-3333,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Terry Shangreaux,"San Jose, CA",(408) 371-3412,#23324607
Renters,94040,Isabella,Alexander,02/04/1989,m,575 S Rengstorff Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 378-7188,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Alex Wong,"Montebello, CA",(323) 212-3012,#48899048
Renters,94065,Conner,Little,03/08/1990,m,850 Davit Ln,Redwood City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 749-0101,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Amy Koo,"Burlingame, CA",(650) 692-3882,#78272523
Renters,94582,Lilly,Mclaughlin,12/1/1988,m,2000 Shoreline Cir,San Ramon,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(888) 271-6704,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$34.53,$414.40,Anil Raman,"Pleasanton, CA",(925) 225-1212,#81369819
Renters,95054,Natalie,Mann,02/04/1989,m,550 Moreland Way,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 257-1060,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Stephen Larson,"Sacramento, CA",(916) 428-4520,#22896483
Renters,94401,Annabelle,Walton,03/03/1988,m,250 Baldwin Ave,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(760) 598-9000,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Brian Fornesi,"Burlingame, CA",(650) 343-6521,#92126278
Renters,94065,Logan,Cook,04/05/1990,m,950 Redwood Shores Pkwy,Redwood City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(760) 798-2632,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Joshua Joshua,"Burlingame, CA",(650) 259-9180,#81992120
Renters,94404,Norah,Holland,02/04/1989,m,1060 Foster City Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 334-1880,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Everett Taylor,"Burlingame, CA",(650) 578-0126,#85645327
Renters,94403,Graham,Schwartz,02/04/1989,m,3204 Casa De Campo Way,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 866-1005,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Jennifer Spriggs,"Fremont, CA",(510) 460-6070,#72101930
Renters,94404,Fynn,Daniels,05/06/1989,m,1987 Bridgepointe Cir,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 458-5042,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,S Beckheyer,"Burlingame, CA",(650) 259-9297,#08452318
Renters,94404,Christopher,Howell,06/06/1986,f,1200 E Hillsdale Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 437-1900,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Patrick Cayabyab,"Daly City, CA",(650) 755-9690,#44513302
Renters,94002,Alice,Hogan,12/1/1988,m,200 Davey Glen Rd,Belmont,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 693-1175,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Jyotisen Mody,"Milpitas, CA",(408) 726-5197,#58618227
Renters,94002,Graeme,Webster,06/06/1986,m,1060 Continentals Way,Belmont,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 487-1218,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Scott Lechman,"Walnut Creek, CA",(925) 866-7101,#75096007
Renters,94401,Eli,Mullins,03/08/1990,f,338 S Fremont St,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 236-2860,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Dennis Collins,"San Mateo, CA",(650) 342-6461,#37954397
Renters,94010,Natalie,Mejia,03/27/1987,f,1080 Carolan Ave,Burlingame,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 459-2900,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$21.61,$259.27,Pamela Spikes,"Oakland, CA",(510) 832-1005,#76831626
Renters,94404,Lila,Medina,03/03/1988,m,703 Catamaran St,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 440-1155,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$29.55,$354.56,Adel Hassan,"Burlingame, CA",(650) 347-7111,#24867774
Renters,94086,Anabel,Barnes,03/03/1988,m,180 Pasito Terrace,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 334-2698,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Dereck Caso,"San Jose, CA",(408) 445-9100,#51028464
Renters,94061,Iris,Robles,02/04/1989,m,707 Leahy St,Redwood City,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 225-8648,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$20.78,$249.32,Francisco Zepeda,"San Francisco, CA",(415) 587-6407,#83782671
Renters,94301,Juliette,Terry,04/05/1990,f,459 Hamilton Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 932-5588,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$18.84,$226.04,Lena Bobba,"Newark, CA",(510) 659-0488,#97115022
Renters,92108,Everly,Pratt,04/05/1990,f,6304 Rancho Mission Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 321-1701,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Marco Alvarez,"San Diego, CA",(619) 770-1903,#66544630
Renters,92122,Sofie,Chavez,03/03/1988,f,5280 Fiore Terrace,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 241-1445,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Marcio Santos,"San Diego, CA",(619) 269-9544,#19630070
Renters,91942,Grayson,Mcguire,03/03/1988,m,5679 Amaya Dr,La Mesa,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 512-2708,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$37.30,$447.65,Christina Urszan,"La Mesa, CA",(619) 750-1650,#07711490
Renters,92122,Eleanor,Li,07/31/1988,m,5305 Toscana Way,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 978-9619,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Jay Adkins,"San Diego, CA",(858) 703-5800,#89527998
Renters,92115,Evelyn,Schmidt,03/08/1990,f,6595 Montezuma Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 227-3700,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Jeff Senigaglia,"San Jose, CA",(408) 297-6686,#41224856
Renters,91910,Lorelei,Holt,06/06/1986,f,67 E Flower St,Chula Vista,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 528-2128,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$37.30,$447.65,Julio Vega,"Chula Vista, CA",(619) 426-0554,#05166305
Renters,92040,Charlotte,Dunn,11/12/1990,m,10112 Ashwood St,Lakeside,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 216-8884,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$42.47,$509.69,Marilyn Huntamer,"La Mesa, CA",(619) 433-3138,#36598917
Renters,92122,Madelynn,Franklin,02/04/1989,m,3417 Lebon Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 583-9275,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Thomas Duffy,"Del Mar, CA",(866) 299-4291,#63502497
Renters,92115,Chloe,Ford,04/05/1990,m,4424 44th St,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 257-1060,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Lucy Nguyen-Yogi,"San Diego, CA",(619) 286-0889,#53987924
Renters,92139,Sophie,Reeves,11/18/1989,f,7844 Paradise Valley Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 443-6702,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Carlos Mattei,"Bonita, CA",(619) 259-2602,#37514774
Renters,92123,Zoe,Palmer,11/12/1990,m,2420 Cardinal Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 991-0777,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Ronald Ferrero,"San Diego, CA",(619) 325-4555,#26397166
Renters,92115,Sofia,Marquez,03/08/1990,m,4850 Talmadge Park Row,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 443-1720,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Timothy Haviland,"Carlsbad, CA",(858) 259-4488,#43203504
Renters,92126,Audrey,Hunter,03/03/1988,f,9505 Gold Coast Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(925) 686-1761,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$40.81,$489.75,Jovan Solaja,"Los Angeles, CA",(310) 410-0580,#38282482
Renters,92122,Chase,Estrada,05/06/1989,f,7681 Palmilla Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 231-9600,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Daiju Yoshino,"San Diego, CA",(619) 300-5669,#94881359
Renters,92071,Holden,King,03/08/1990,f,10445 Mast Blvd,Santee,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 425-3914,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$37.30,$447.65,Selene Rico,"La Mesa, CA",(619) 862-8602,#04360972
Renters,92108,Mila,Rice,02/04/1989,f,8685 Rio San Diego Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 286-7600,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Dean Ford,"Fresno, CA",(559) 447-8472,#49865092
Renters,91913,Aron,Rivas,04/05/1990,m,1250 Santa Cora Ave,Chula Vista,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 885-3333,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.12,$517.44,Erik Motsenbocker,"San Diego, CA",(858) 386-4440,#90677505
Renters,92029,August,Waters,11/18/1989,f,910 Del Dios Hwy,Escondido,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 352-3601,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.67,$524.08,Fred Hight,"El Cajon, CA",(619) 449-6558,#64379168
Renters,92040,Oliver,Jennings,12/1/1988,f,12001 Woodside Ave,Lakeside,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 552-9443,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$42.47,$509.69,Joseph Schneerson,"Los Angeles, CA",(323) 648-7560,#14887496
Renters,92119,Luna,Richards,03/03/1988,f,6575 Jaffe Ct,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 766-6881,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Steve Chertoff,"La Mesa, CA",(619) 460-1111,#78964959
Renters,92027,Lincoln,Howard,07/31/1988,f,1501 E Grand Ave,Escondido,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 842-4457,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.67,$524.08,Kirk Miller,"San Diego, CA",(858) 240-2593,#92287077
Renters,92101,Arianna,Rhodes,03/08/1990,f,1007 5th Ave,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 236-2860,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Ryan Egger,"San Diego, CA",(619) 237-9775,#85140707
Renters,91942,Autumn,Bell,02/04/1989,m,7576 Parkway Dr,La Mesa,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 946-2955,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$37.30,$447.65,Doreen Burgin,"La Mesa, CA",(619) 741-7888,#22891110
Renters,92111,Landon,Shepherd,03/03/1988,m,7575 Linda Vista Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 873-9090,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Pat Moore,"San Diego, CA",(858) 875-6336,#83375326
Renters,92120,Zander,Griffith,12/1/1988,f,4555 Vandever Ave,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 530-2100,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Sumood Hayawi,"San Diego, CA",(619) 664-4747,#82036319
Renters,91941,Lilah,Lane,04/05/1990,m,4300 Echo Ct,La Mesa,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 247-1900,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$37.30,$447.65,Josh Haessly,"La Mesa, CA",(619) 462-8994,#40283760
Renters,92123,Avery,Gray,03/27/1987,f,3455 Kearny Villa Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 591-1143,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Glen Bolalin,"San Diego, CA",(619) 796-2797,#64717114
Renters,92101,Atticus,Boyd,11/12/1990,f,1670 Kettner Blvd Ste 2,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 287-3444,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Bryan Nunke,"San Diego, CA",(619) 298-9000,#59207504
Renters,92120,Finn,Warren,03/08/1990,f,5320 Adobe Falls Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 474-1750,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Theresa Simes,"Fountain Valley, CA",(714) 966-3000,#48898831
Renters,92071,Sebastian,Morgan,06/06/1986,m,10122 Buena Vista Ave,Santee,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 341-9900,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$37.30,$447.65,Marcela Arana,"La Mesa, CA",(619) 251-0625,#05249774
Renters,92040,Dylan,Huff,11/18/1989,m,12002 Wintercrest Dr,Lakeside,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 255-1100,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$42.47,$509.69,Ethel Arnaiz,"La Mesa, CA",(619) 466-9341,#63539920
Renters,92123,Elliott,Hamilton,11/12/1990,f,9072 Gramercy Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 557-4116,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Tracy Webster,"San Diego, CA",(619) 563-0130,#42203176
Renters,92122,Isabelle,Hopkins,12/1/1988,m,7039 Charmant Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 266-1474,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Christopher Contreras,"San Diego, CA",(619) 865-2688,#55937813
Renters,92117,Lilly,Flores,05/06/1989,f,5150 Balboa Arms Dr,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 389-9367,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Ahmad Chiha,"Canoga Park, CA",(818) 825-5444,#86644288
Renters,92126,Elias,Schneider,03/27/1987,f,10201 Camino Ruiz,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 589-2909,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$40.81,$489.75,Tamra Early,"Encinitas, CA",(760) 871-0770,#28806326
Renters,92078,Carter,Le,02/04/1989,f,601 S Twin Oaks Valley Rd,San Marcos,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 992-3500,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$40.81,$489.75,Ruben Villanueva,"Temecula, CA",(951) 308-2727,#45504902
Renters,92109,Wyatt,Sutton,11/18/1989,m,3883 Ingraham St,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 474-0333,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Gary Gerber,"Coronado, CA",(619) 435-1802,#44659332
Renters,92122,Theodore,Pacheco,04/05/1990,f,3950 Mahaila Ave,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 474-5494,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$41.27,$495.29,Deborah Colman,"Rancho Palos Verdes, CA",(310) 832-6155,#20056437
Renters,92115,Madelyn,Monroe,05/06/1989,f,5504 Montezuma Rd,San Diego,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 334-1880,katte@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,$43.95,$527.42,Ernest Dillard,"El Dorado Hills, CA",(916) 939-8553,#70803796
